name,symbol,sector,exchange,country
Adamas One Corp. ,JEWL,Consumer Discretionary,NASDAQ,United States
Jeffs' Brands Ltd Ordinary Shares,JFBR,Consumer Discretionary,NASDAQ,Israel
Jeffs' Brands Ltd Warrant,JFBRW,Consumer Discretionary,NASDAQ,Israel
Jiayin Group Inc. American Depositary Shares,JFIN,Finance,NASDAQ,China
9F Inc. American Depositary Shares,JFU,Finance,NASDAQ,China
Aurora Mobile Limited American Depositary Shares,JG,Technology,NASDAQ,China
J & J Snack Foods Corp. ,JJSF,Consumer Staples,NASDAQ,United States
Jack Henry & Associates Inc. ,JKHY,Technology,NASDAQ,United States
John Marshall Bancorp Inc. ,JMSB,Finance,NASDAQ,United States
Janover Inc. ,JNVR,Finance,NASDAQ,United States
JOANN Inc. ,JOAN,Consumer Discretionary,NASDAQ,United States
Johnson Outdoors Inc. Class A ,JOUT,Consumer Discretionary,NASDAQ,United States
Jerash Holdings (US) Inc. ,JRSH,Consumer Discretionary,NASDAQ,United States
James River Group Holdings Ltd. Common Shares,JRVR,Finance,NASDAQ,Bermuda
Navient Corporation 6% Senior Notes due December 15 2043,JSM,Finance,NASDAQ,United States
Jasper Therapeutics Inc. ,JSPR,Health Care,NASDAQ,United States
Japer Therapeutics Inc. Warrants,JSPRW,Health Care,NASDAQ,United States
Jet.AI Inc. ,JTAI,Finance,NASDAQ,Cayman Islands
Jet.AI Inc. Warrant,JTAIW,Finance,NASDAQ,Cayman Islands
Jet.AI Inc. Merger Consideration Warrants,JTAIZ,,NASDAQ,Cayman Islands
Coffee Holding Co. Inc. ,JVA,Consumer Staples,NASDAQ,United States
Jowell Global Ltd. Ordinary Shares,JWEL,Consumer Discretionary,NASDAQ,China
JX Luxventure Limited ,JXJT,Consumer Staples,NASDAQ,China
Jayud Global Logistics Limited Class A Ordinary Shares,JYD,Consumer Discretionary,NASDAQ,China
The Joint Corp. ,JYNT,Miscellaneous,NASDAQ,United States
Jianzhi Education Technology Group Company Limited American Depositary Shares,JZ,Real Estate,NASDAQ,China
Jiuzi Holdings Inc. Ordinary Shares,JZXN,Consumer Discretionary,NASDAQ,China
Kineta Inc. ,KA,Health Care,NASDAQ,United States
Kairous Acquisition Corp. Limited Ordinary Shares,KACL,Finance,NASDAQ,Malaysia
Kairous Acquisition Corp. Limited Warrants,KACLW,Finance,NASDAQ,Malaysia
KALA BIO Inc. ,KALA,Health Care,NASDAQ,United States
Kaiser Aluminum Corporation ,KALU,Industrials,NASDAQ,United States
KalVista Pharmaceuticals Inc. ,KALV,Health Care,NASDAQ,United Kingdom
Karooooo Ltd. Ordinary Shares,KARO,Technology,NASDAQ,Singapore
Kaival Brands Innovations Group Inc. ,KAVL,Health Care,NASDAQ,United States
Kingsoft Cloud Holdings Limited American Depositary Shares,KC,Technology,NASDAQ,China
Keurig Dr Pepper Inc. ,KDP,Consumer Staples,NASDAQ,United States
Kimball Electronics Inc. ,KE,Technology,NASDAQ,United States
Kelly Services Inc. Class A ,KELYA,Consumer Discretionary,NASDAQ,United States
Kelly Services Inc. Class B ,KELYB,Consumer Discretionary,NASDAQ,United States
Kewaunee Scientific Corporation ,KEQU,Industrials,NASDAQ,United States
Akerna Corp. ,KERN,Technology,NASDAQ,United States
Kentucky First Federal Bancorp ,KFFB,Finance,NASDAQ,United States
Kforce Inc. ,KFRC,Consumer Discretionary,NASDAQ,United States
Kolibri Global Energy Inc. ,KGEI,Energy,NASDAQ,United States
The Kraft Heinz Company ,KHC,Consumer Staples,NASDAQ,United States
OrthoPediatrics Corp. ,KIDS,Health Care,NASDAQ,United States
Kingstone Companies Inc. ,KINS,Finance,NASDAQ,United States
Kirkland's Inc. COMMONSTOCK,KIRK,Consumer Discretionary,NASDAQ,United States
Nauticus Robotics Inc. ,KITT,Industrials,NASDAQ,United States
Nauticus Robotics Inc. Warrant,KITTW,Industrials,NASDAQ,United States
KLA Corporation ,KLAC,Technology,NASDAQ,United States
Kulicke and Soffa Industries Inc. ,KLIC,Technology,NASDAQ,Singapore
Kaltura Inc. ,KLTR,Technology,NASDAQ,United States
KLX Energy Services Holdings Inc. ,KLXE,Energy,NASDAQ,United States
Kamada Ltd. Ordinary Shares,KMDA,Health Care,NASDAQ,Israel
Kandi Technologies Group Inc ,KNDI,Consumer Discretionary,NASDAQ,China
Kiniksa Pharmaceuticals Ltd. Class A ,KNSA,Health Care,NASDAQ,United States
Kinnate Biopharma Inc. ,KNTE,Health Care,NASDAQ,United States
Kodiak Sciences Inc ,KOD,Health Care,NASDAQ,United States
Kopin Corporation ,KOPN,Technology,NASDAQ,United States
Koss Corporation ,KOSS,Consumer Staples,NASDAQ,United States
Katapult Holdings Inc. ,KPLT,Consumer Discretionary,NASDAQ,United States
Katapult Holdings Inc. Warrant,KPLTW,Consumer Discretionary,NASDAQ,United States
Kiora Pharmaceuticals Inc.  ,KPRX,Health Care,NASDAQ,United States
Karyopharm Therapeutics Inc. ,KPTI,Miscellaneous,NASDAQ,United States
36Kr Holdings Inc. American Depositary Shares,KRKR,Consumer Discretionary,NASDAQ,China
KORU Medical Systems Inc.  (DE),KRMD,Health Care,NASDAQ,United States
Kernel Group Holdings Inc. Class A Ordinary Shares,KRNL,Finance,NASDAQ,United States
Kernel Group Holdings Inc. Warrants,KRNLW,Finance,NASDAQ,United States
Kornit Digital Ltd. Ordinary Shares,KRNT,Industrials,NASDAQ,Israel
Kearny Financial Corp ,KRNY,Finance,NASDAQ,United States
Kronos Bio Inc. ,KRON,Health Care,NASDAQ,United States
Keros Therapeutics Inc. ,KROS,Health Care,NASDAQ,United States
Korro Bio Inc. ,KRRO,Health Care,NASDAQ,United States
Karat Packaging Inc. ,KRT,Industrials,NASDAQ,United States
Karuna Therapeutics Inc. ,KRTX,Health Care,NASDAQ,United States
Kura Sushi USA Inc. Class A ,KRUS,Consumer Discretionary,NASDAQ,United States
Krystal Biotech Inc. ,KRYS,Health Care,NASDAQ,United States
Knightscope Inc. Class A ,KSCP,Telecommunications,NASDAQ,United States
Key Tronic Corporation ,KTCC,Technology,NASDAQ,United States
Kratos Defense & Security Solutions Inc. ,KTOS,Industrials,NASDAQ,United States
Kintara Therapeutics Inc. ,KTRA,Health Care,NASDAQ,United States
Pasithea Therapeutics Corp. ,KTTA,Health Care,NASDAQ,United States
Pasithea Therapeutics Corp. Warrant,KTTAW,Health Care,NASDAQ,United States
Kura Oncology Inc. ,KURA,Health Care,NASDAQ,United States
Keen Vision Acquisition Corporation Ordinary Shares,KVAC,,NASDAQ,United States
Keen Vision Acquisition Corporation Units,KVACU,,NASDAQ,United States
Keen Vision Acquisition Corporation Warrant,KVACW,,NASDAQ,United States
KVH Industries Inc. ,KVHI,Technology,NASDAQ,United States
Khosla Ventures Acquisition Co. Class A ,KVSA,Health Care,NASDAQ,United States
KWESST Micro Systems Inc. ,KWE,Technology,NASDAQ,Canada
KWESST Micro Systems Inc. Warrant,KWESW,Technology,NASDAQ,Canada
Kaixin Auto Holdings Ordinary Shares,KXIN,Consumer Discretionary,NASDAQ,China
Keyarch Acquisition Corporation Ordinary Shares,KYCH,Finance,NASDAQ,United States
Keyarch Acquisition Corporation Rights,KYCHR,Finance,NASDAQ,United States
Keyarch Acquisition Corporation Warrant,KYCHW,Finance,NASDAQ,United States
Kymera Therapeutics Inc. ,KYMR,Health Care,NASDAQ,United States
Kazia Therapeutics Limited American Depositary Shares,KZIA,Health Care,NASDAQ,Australia
Kezar Life Sciences Inc. ,KZR,Health Care,NASDAQ,United States
Standard BioTools Inc. ,LAB,Industrials,NASDAQ,United States
Landos Biopharma Inc. ,LABP,Health Care,NASDAQ,United States
SEALSQ Corp Ordinary Shares,LAES,Technology,NASDAQ,Switzerland
Lakeland Industries Inc. ,LAKE,Health Care,NASDAQ,United States
Lamar Advertising Company Class A ,LAMR,Real Estate,NASDAQ,United States
Lancaster Colony Corporation ,LANC,Consumer Staples,NASDAQ,United States
Gladstone Land Corporation ,LAND,Real Estate,NASDAQ,United States
Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,LANDM,Real Estate,NASDAQ,United States
Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,LANDO,Real Estate,NASDAQ,United States
Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,LANDP,Real Estate,NASDAQ,United States
Landmark Bancorp Inc. ,LARK,Finance,NASDAQ,United States
Laser Photonics Corporation ,LASE,Industrials,NASDAQ,United States
nLIGHT Inc. ,LASR,Technology,NASDAQ,United States
Chenghe Acquisition I Co. Class A Ordinary Shares,LATG,Finance,NASDAQ,Mexico
Chenghe Acquisition I Co. Unit,LATGU,Finance,NASDAQ,Mexico
Laureate Education Inc. ,LAUR,Real Estate,NASDAQ,United States
Luminar Technologies Inc.  Class A ,LAZR,Consumer Discretionary,NASDAQ,United States
Lazydays Holdings Inc. ,LAZY,Consumer Discretionary,NASDAQ,United States
Lakeland Bancorp Inc. ,LBAI,Finance,NASDAQ,United States
Lakeshore Acquisition II Corp. Ordinary Shares,LBBB,Finance,NASDAQ,United States
Lakeshore Acquisition II Corp. Warrants,LBBBW,Finance,NASDAQ,United States
Luther Burbank Corporation ,LBC,Finance,NASDAQ,United States
Longboard Pharmaceuticals Inc. ,LBPH,Health Care,NASDAQ,United States
Liberty Broadband Corporation Class A ,LBRDA,Telecommunications,NASDAQ,United States
Liberty Broadband Corporation Class C ,LBRDK,Telecommunications,NASDAQ,United States
Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,LBRDP,Telecommunications,NASDAQ,United States
Liberty Global Ltd. Class A Common Shares,LBTYA,Telecommunications,NASDAQ,United Kingdom
Liberty Global Ltd. Class B Common Shares,LBTYB,Telecommunications,NASDAQ,United Kingdom
Liberty Global Ltd. Class C Common Shares,LBTYK,Telecommunications,NASDAQ,United Kingdom
Landcadia Holdings IV Inc. Class A ,LCA,Finance,NASDAQ,United States
L Catterton Asia Acquisition Corp Class A Ordinary Shares,LCAA,Finance,NASDAQ,Singapore
L Catterton Asia Acquisition Corp Units,LCAAU,Finance,NASDAQ,Singapore
L Catterton Asia Acquisition Corp Warrant,LCAAW,Finance,NASDAQ,Singapore
Landcadia Holdings IV Inc. Warrant ,LCAHW,Finance,NASDAQ,United States
Locafy Limited Ordinary Share,LCFY,,NASDAQ,Australia
Locafy Limited Warrant,LCFYW,,NASDAQ,Australia
Lucid Group Inc. ,LCID,Consumer Discretionary,NASDAQ,United States
LCNB Corporation ,LCNB,Finance,NASDAQ,United States
Lifetime Brands Inc. ,LCUT,Consumer Discretionary,NASDAQ,United States
Lendway Inc.  (DE),LDWY,Consumer Discretionary,NASDAQ,United States
Lands' End Inc. ,LE,Consumer Discretionary,NASDAQ,United States
Lincoln Electric Holdings Inc. Common Shares,LECO,Industrials,NASDAQ,United States
SemiLEDS Corporation ,LEDS,Technology,NASDAQ,Taiwan
Lee Enterprises Incorporated ,LEE,Consumer Discretionary,NASDAQ,United States
Legacy Housing Corporation  (TX),LEGH,Consumer Discretionary,NASDAQ,United States
Legend Biotech Corporation American Depositary Shares,LEGN,Health Care,NASDAQ,United States
Leslie's Inc. ,LESL,Miscellaneous,NASDAQ,United States
Lexaria Bioscience Corp. ,LEXX,Health Care,NASDAQ,Canada
Lexaria Bioscience Corp. Warrant,LEXXW,Health Care,NASDAQ,Canada
Lifecore Biomedical Inc. ,LFCR,Health Care,NASDAQ,United States
Leafly Holdings Inc. ,LFLY,Technology,NASDAQ,United States
Leafly Holdings Inc. Warrant,LFLYW,Technology,NASDAQ,United States
LifeMD Inc. ,LFMD,Health Care,NASDAQ,United States
LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,LFMDP,Health Care,NASDAQ,United States
LifeStance Health Group Inc. ,LFST,Health Care,NASDAQ,United States
Littelfuse Inc. ,LFUS,Energy,NASDAQ,United States
Lifevantage Corporation  (Delaware),LFVN,Health Care,NASDAQ,United States
Lion Group Holding Ltd. American Depositary Share,LGHL,Finance,NASDAQ,China
Lion Group Holding Ltd. Warrant,LGHLW,Finance,NASDAQ,China
LGI Homes Inc. ,LGIH,Consumer Discretionary,NASDAQ,United States
LogicMark Inc.  (NV),LGMK,Health Care,NASDAQ,United States
Ligand Pharmaceuticals Incorporated ,LGND,Health Care,NASDAQ,United States
Largo Inc. Common Shares,LGO,,NASDAQ,Canada
Semper Paratus Acquisition Corporation Class A Ordinary Shares,LGST,Finance,NASDAQ,United States
LAMF Global Ventures Corp. I Class A Ordinary Shares,LGVC,,NASDAQ,United States
Longeveron Inc. Class A ,LGVN,Health Care,NASDAQ,United States
Li Auto Inc. American Depositary Shares,LI,Consumer Discretionary,NASDAQ,China
LianBio American Depositary Shares,LIAN,Health Care,NASDAQ,United States
Liberty Resources Acquisition Corp. Class A ,LIBY,Finance,NASDAQ,United States
Liberty Resources Acquisition Corp. Unit,LIBYU,Finance,NASDAQ,United States
Liberty Resources Acquisition Corp. Warrant,LIBYW,Finance,NASDAQ,United States
Lichen China Limited Class A Ordinary Shares,LICN,,NASDAQ,China
AEye Inc. Class A ,LIDR,Consumer Discretionary,NASDAQ,United States
AEye Inc. Warrant,LIDRW,Consumer Discretionary,NASDAQ,United States
aTyr Pharma Inc. ,LIFE,Health Care,NASDAQ,United States
MSP Recovery Inc. Class A ,LIFW,Technology,NASDAQ,United States
MSP Recovery Inc. Warrant,LIFWW,Technology,NASDAQ,United States
MSP Recovery Inc. Warrant,LIFWZ,Technology,NASDAQ,United States
Liberty Latin America Ltd. Class A ,LILA,Telecommunications,NASDAQ,United States
Liberty Latin America Ltd. Class C ,LILAK,Telecommunications,NASDAQ,United States
Lilium NV Class A Ordinary Shares,LILM,Industrials,NASDAQ,Germany
Lilium N.V. Warrants,LILMW,Industrials,NASDAQ,Germany
Linde plc Ordinary Shares,LIN,Industrials,NASDAQ,United States
Lincoln Educational Services Corporation ,LINC,Real Estate,NASDAQ,United States
Lindblad Expeditions Holdings Inc. ,LIND,Consumer Discretionary,NASDAQ,United States
Interlink Electronics Inc. ,LINK,Technology,NASDAQ,United States
Lipella Pharmaceuticals Inc. ,LIPO,Health Care,NASDAQ,United States
LiqTech International Inc. ,LIQT,Technology,NASDAQ,Denmark
Lumentum Holdings Inc. ,LITE,Telecommunications,NASDAQ,United States
Snow Lake Resources Ltd. Common Shares,LITM,Basic Materials,NASDAQ,Canada
LIV Capital Acquisition Corp. II Class A Ordinary Shares,LIVB,Finance,NASDAQ,Mexico
LIV Capital Acquisition Corp. II Unit,LIVBU,Finance,NASDAQ,Mexico
LIV Capital Acquisition Corp. II Warrants,LIVBW,Finance,NASDAQ,Mexico
Live Ventures Incorporated ,LIVE,Consumer Discretionary,NASDAQ,United States
LivaNova PLC Ordinary Shares,LIVN,Health Care,NASDAQ,United Kingdom
Lixte Biotechnology Holdings Inc. ,LIXT,Health Care,NASDAQ,United States
Lixte Biotechnology Holdings Inc. Warrants,LIXTW,Health Care,NASDAQ,United States
LIZHI INC. American Depositary Shares,LIZI,Technology,NASDAQ,China
Luokung Technology Corp Ordinary Shares,LKCO,Technology,NASDAQ,China
Lakeland Financial Corporation ,LKFN,Finance,NASDAQ,United States
LKQ Corporation ,LKQ,Consumer Discretionary,NASDAQ,United States
Liberty Media Corporation Series A Liberty Live ,LLYVA,Industrials,NASDAQ,United States
Liberty Media Corporation Series C Liberty Live ,LLYVK,Industrials,NASDAQ,United States
LeMaitre Vascular Inc. ,LMAT,Health Care,NASDAQ,United States
Limbach Holdings Inc. ,LMB,Consumer Discretionary,NASDAQ,United States
LumiraDx Limited Common Shares,LMDX,Health Care,NASDAQ,Cayman Islands
LumiraDx Limited Warrant,LMDXW,Health Care,NASDAQ,Cayman Islands
LM Funding America Inc. ,LMFA,Finance,NASDAQ,United States
Limoneira Co ,LMNR,Consumer Staples,NASDAQ,United States
LINKBANCORP Inc. ,LNKB,,NASDAQ,United States
LENSAR Inc. ,LNSR,Health Care,NASDAQ,United States
Alliant Energy Corporation ,LNT,Utilities,NASDAQ,United States
Lantheus Holdings Inc. ,LNTH,Health Care,NASDAQ,United States
Light & Wonder Inc. ,LNW,Technology,NASDAQ,United States
LanzaTech Global Inc. ,LNZA,Industrials,NASDAQ,United States
LanzaTech Global Inc. Warrant,LNZAW,Industrials,NASDAQ,United States
Manhattan Bridge Capital Inc,LOAN,Real Estate,NASDAQ,United States
El Pollo Loco Holdings Inc. ,LOCO,Consumer Discretionary,NASDAQ,United States
Logitech International S.A. Ordinary Shares,LOGI,Technology,NASDAQ,United States
Loop Industries Inc. ,LOOP,Industrials,NASDAQ,Canada
Grand Canyon Education Inc. ,LOPE,Real Estate,NASDAQ,United States
The Lovesac Company ,LOVE,Consumer Discretionary,NASDAQ,United States
Lipocine Inc. ,LPCN,Health Care,NASDAQ,United States
LPL Financial Holdings Inc. ,LPLA,Finance,NASDAQ,United States
Open Lending Corporation ,LPRO,Finance,NASDAQ,United States
LivePerson Inc. ,LPSN,Technology,NASDAQ,United States
LightPath Technologies Inc. Class A ,LPTH,Technology,NASDAQ,United States
Leap Therapeutics Inc. ,LPTX,Health Care,NASDAQ,United States
Liquidia Corporation ,LQDA,Health Care,NASDAQ,United States
Liquidity Services Inc. ,LQDT,Consumer Discretionary,NASDAQ,United States
LQR House Inc. ,LQR,,NASDAQ,United States
Lam Research Corporation ,LRCX,Technology,NASDAQ,United States
Lead Real Estate Co. Ltd American Depositary Shares,LRE,,NASDAQ,Japan
Logan Ridge Finance Corporation ,LRFC,Finance,NASDAQ,United States
La Rosa Holdings Corp. ,LRHC,,NASDAQ,United States
Larimar Therapeutics Inc. ,LRMR,Health Care,NASDAQ,United States
Lesaka Technologies Inc. ,LSAK,Finance,NASDAQ,South Africa
Lake Shore Bancorp Inc. ,LSBK,Finance,NASDAQ,United States
Lattice Semiconductor Corporation ,LSCC,Technology,NASDAQ,United States
Lucy Scientific Discovery Inc. ,LSDI,Health Care,NASDAQ,Canada
Landsea Homes Corporation ,LSEA,Consumer Discretionary,NASDAQ,United States
Landsea Homes Corporation Warrant,LSEAW,Consumer Discretionary,NASDAQ,United States
Lisata Therapeutics Inc. ,LSTA,Health Care,NASDAQ,United States
Landstar System Inc. ,LSTR,Industrials,NASDAQ,United States
Liberty Media Corporation Series A Liberty SiriusXM ,LSXMA,Consumer Discretionary,NASDAQ,United States
Liberty Media Corporation Series B Liberty SiriusXM ,LSXMB,Consumer Discretionary,NASDAQ,United States
Liberty Media Corporation Series C Liberty SiriusXM ,LSXMK,Consumer Discretionary,NASDAQ,United States
Lightbridge Corporation ,LTBR,Consumer Discretionary,NASDAQ,United States
Lantern Pharma Inc. ,LTRN,Health Care,NASDAQ,United States
Lantronix Inc. ,LTRX,Telecommunications,NASDAQ,United States
Lottery.com Inc. ,LTRY,Technology,NASDAQ,United States
Lottery.com Inc. Warrants,LTRYW,Technology,NASDAQ,United States
Lucid Diagnostics Inc. ,LUCD,Health Care,NASDAQ,United States
Innovative Eyewear Inc. ,LUCY,Health Care,NASDAQ,United States
Innovative Eyewear Inc. Series A Warrants,LUCYW,Health Care,NASDAQ,United States
lululemon athletica inc. ,LULU,Consumer Discretionary,NASDAQ,Canada
Lumos Pharma Inc. ,LUMO,Health Care,NASDAQ,United States
Luna Innovations Incorporated ,LUNA,Health Care,NASDAQ,United States
Pulmonx Corporation ,LUNG,Health Care,NASDAQ,United States
Intuitive Machines Inc. Class A ,LUNR,Industrials,NASDAQ,United States
Intuitive Machines Inc. Warrants,LUNRW,Industrials,NASDAQ,United States
LuxUrban Hotels Inc. ,LUXH,Finance,NASDAQ,United States
LuxUrban Hotels Inc. 13.00% Series A Cumulative Redeemable Preferred Stock,LUXHP,,NASDAQ,United States
Lulu's Fashion Lounge Holdings Inc. ,LVLU,Consumer Discretionary,NASDAQ,United States
LiveOne Inc. ,LVO,Consumer Discretionary,NASDAQ,United States
LiveVox Holdings Inc. Class A ,LVOX,Technology,NASDAQ,United States
LiveVox Holdings Inc. Unit,LVOXU,Technology,NASDAQ,United States
LiveVox Holdings Inc. Warrant,LVOXW,Technology,NASDAQ,United States
Lavoro Limited Class A Ordinary Shares,LVRO,Finance,NASDAQ,Brazil
Lavoro Limited Warrant,LVROW,Finance,NASDAQ,Brazil
LAVA Therapeutics N.V. Ordinary Shares,LVTX,Health Care,NASDAQ,Netherlands
Lifeway Foods Inc. ,LWAY,Consumer Staples,NASDAQ,United States
Lightwave Logic Inc. ,LWLG,Industrials,NASDAQ,United States
LexinFintech Holdings Ltd. American Depositary Shares,LX,Finance,NASDAQ,China
Lixiang Education Holding Co. Ltd. American Depositary Shares,LXEH,Real Estate,NASDAQ,China
Lexeo Therapeutics Inc. ,LXEO,,NASDAQ,United States
Lexicon Pharmaceuticals Inc. ,LXRX,Health Care,NASDAQ,United States
Lyell Immunopharma Inc. ,LYEL,Health Care,NASDAQ,United States
Lyft Inc. Class A ,LYFT,Consumer Discretionary,NASDAQ,United States
Lyra Therapeutics Inc. ,LYRA,Health Care,NASDAQ,United States
Lytus Technologies Holdings PTV. Ltd. Common Shares,LYT,Technology,NASDAQ,United Arab Emirates
LSI Industries Inc. ,LYTS,Consumer Discretionary,NASDAQ,United States
LegalZoom.com Inc. ,LZ,Technology,NASDAQ,United States
Moringa Acquisition Corp Units,MACAU,Finance,NASDAQ,United States
Moringa Acquisition Corp Warrant,MACAW,Finance,NASDAQ,United States
Merrimack Pharmaceuticals Inc. ,MACK,Health Care,NASDAQ,United States
Mama's Creations Inc. ,MAMA,Consumer Staples,NASDAQ,United States
Manhattan Associates Inc. ,MANH,Technology,NASDAQ,United States
WM Technology Inc. Class A  ,MAPS,Technology,NASDAQ,United States
WM Technology Inc. Warrants ,MAPSW,Consumer Discretionary,NASDAQ,United States
Maquia Capital Acquisition Corporation Class A ,MAQC,Finance,NASDAQ,United States
Maquia Capital Acquisition Corporation Warrant,MAQCW,Finance,NASDAQ,United States
Marriott International Class A ,MAR,Consumer Discretionary,NASDAQ,United States
Marathon Digital Holdings Inc. ,MARA,Technology,NASDAQ,United States
Remark Holdings Inc. ,MARK,Consumer Discretionary,NASDAQ,United States
Marine Petroleum Trust Units of Beneficial Interest,MARPS,Energy,NASDAQ,United States
Mars Acquisition Corp. Ordinary Shares,MARX,Finance,NASDAQ,United States
Mars Acquisition Corp. Rights,MARXR,Finance,NASDAQ,United States
Masimo Corporation ,MASI,Health Care,NASDAQ,United States
908 Devices Inc. ,MASS,Health Care,NASDAQ,United States
Mattel Inc. ,MAT,Consumer Discretionary,NASDAQ,United States
Metalpha Technology Holding Limited Ordinary Shares,MATH,Finance,NASDAQ,China
Matthews International Corporation Class A ,MATW,Telecommunications,NASDAQ,United States
Maxeon Solar Technologies Ltd. Ordinary Shares,MAXN,Technology,NASDAQ,Singapore
J. W. Mays Inc. ,MAYS,Real Estate,NASDAQ,United States
Middlefield Banc Corp. ,MBCN,Finance,NASDAQ,United States
Merchants Bancorp ,MBIN,Finance,NASDAQ,United States
Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,MBINM,Finance,NASDAQ,United States
Merchants Bancorp Depositary Shares Preferred Series C,MBINN,Finance,NASDAQ,United States
Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,MBINO,Finance,NASDAQ,United States
Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,MBINP,Finance,NASDAQ,United States
Mustang Bio Inc. ,MBIO,Health Care,NASDAQ,United States
Mobileye Global Inc. Class A ,MBLY,Technology,NASDAQ,Israel
Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,MBNKP,Finance,NASDAQ,United States
Microbot Medical Inc. ,MBOT,Health Care,NASDAQ,Israel
Moleculin Biotech Inc. ,MBRX,Health Care,NASDAQ,United States
Nocturne Acquisition Corporation Ordinary Shares,MBTC,Finance,NASDAQ,United States
Nocturne Acquisition Corporation Right,MBTCR,Finance,NASDAQ,United States
Nocturne Acquisition Corporation Unit,MBTCU,Finance,NASDAQ,United States
Malibu Boats Inc. Class A ,MBUU,Industrials,NASDAQ,United States
Mercantile Bank Corporation ,MBWM,Finance,NASDAQ,United States
Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,MCAA,Finance,NASDAQ,United States
Mountain & Co. I Acquisition Corp. Warrant,MCAAW,Finance,NASDAQ,United States
Monterey Capital Acquisition Corporation Class A ,MCAC,Finance,NASDAQ,United States
Monterey Capital Acquisition Corporation Rights,MCACR,Finance,NASDAQ,United States
Mountain Crest Acquisition Corp. IV ,MCAF,Finance,NASDAQ,United States
Mountain Crest Acquisition Corp. IV Rights,MCAFR,Finance,NASDAQ,United States
Mountain Crest Acquisition Corp. IV Unit,MCAFU,Finance,NASDAQ,United States
Mountain Crest Acquisition Corp. V ,MCAG,Finance,NASDAQ,United States
Mountain Crest Acquisition Corp. V Right,MCAGR,Finance,NASDAQ,United States
Macatawa Bank Corporation ,MCBC,Finance,NASDAQ,United States
MetroCity Bankshares Inc. ,MCBS,Finance,NASDAQ,United States
MasterCraft Boat Holdings Inc. ,MCFT,Industrials,NASDAQ,United States
Microchip Technology Incorporated ,MCHP,Technology,NASDAQ,United States
Marchex Inc. Class B ,MCHX,Consumer Discretionary,NASDAQ,United States
micromobility.com Inc. Class A ,MCOM,Consumer Discretionary,NASDAQ,United States
micromobility.com Inc. Warrant,MCOMW,Consumer Discretionary,NASDAQ,United States
Seres Therapeutics Inc. ,MCRB,Health Care,NASDAQ,United States
Monarch Casino & Resort Inc. ,MCRI,Consumer Discretionary,NASDAQ,United States
Mill City Ventures III Ltd. ,MCVT,Finance,NASDAQ,United States
Spectral AI Inc. Class A ,MDAI,Health Care,NASDAQ,United States
Spectral AI Inc. Warrants,MDAIW,Health Care,NASDAQ,United States
MongoDB Inc. Class A ,MDB,Technology,NASDAQ,United States
MDB Capital Holdings LLC Class A common,MDBH,,NASDAQ,United States
Madrigal Pharmaceuticals Inc. ,MDGL,Health Care,NASDAQ,United States
Medigus Ltd. American Depositary Shares,MDGS,Health Care,NASDAQ,Israel
Mediaco Holding Inc. Class A  ,MDIA,Consumer Discretionary,NASDAQ,United States
MDJM LTD Ordinary Share,MDJH,Finance,NASDAQ,China
Mondelez International Inc. Class A ,MDLZ,Consumer Staples,NASDAQ,United States
Medalist Diversified REIT Inc. ,MDRR,Real Estate,NASDAQ,United States
Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,MDRRP,Real Estate,NASDAQ,United States
Veradigm Inc. ,MDRX,Technology,NASDAQ,United States
MedAvail Holdings Inc. ,MDVL,Consumer Staples,NASDAQ,United States
MediWound Ltd. Ordinary Shares,MDWD,Health Care,NASDAQ,Israel
Midwest Holding Inc. ,MDWT,Finance,NASDAQ,United States
MiMedx Group Inc ,MDXG,Health Care,NASDAQ,United States
MDxHealth SA Ordinary Shares,MDXH,,NASDAQ,Belgium
23andMe Holding Co. Class A ,ME,Health Care,NASDAQ,United States
Medpace Holdings Inc. ,MEDP,Health Care,NASDAQ,United States
TRxADE HEALTH Inc. ,MEDS,Health Care,NASDAQ,United States
Magic Empire Global Limited Ordinary Shares,MEGL,Finance,NASDAQ,Hong Kong
MEI Pharma Inc. ,MEIP,Health Care,NASDAQ,United States
MercadoLibre Inc. ,MELI,Consumer Discretionary,NASDAQ,Argentina
Methanex Corporation ,MEOH,,NASDAQ,Canada
Mercer International Inc. ,MERC,Basic Materials,NASDAQ,Canada
Mesa Air Group Inc. ,MESA,Consumer Discretionary,NASDAQ,United States
Mesoblast Limited American Depositary Shares,MESO,Health Care,NASDAQ,Australia
Meta Platforms Inc. Class A ,META,Technology,NASDAQ,United States
